Group	Group2	Family	Genus	Code	SIZE1	SIZE2	SIZE3	SIZE4	SIZE5	SIZE6	SIZE7	NCREQ1	NCRMO1	SEMIVO	UNIVO	PLURIVO	EGG	LARVA	NYMPH	IMAGO	OVOV	FREEGG	CEMEGG	CEMCLU	FRECLU	CLUVEG	CLUTER	ASEXU	RFEGG	RFCOC	RFCELL	RFDIAP	RFNON	TEG	GILL	PLAS	SPIR	AQUPAS	AQUACT	AERPAS	AERACT	FLIER	SURSWI	SWIMM	CRAW	BURR	INTST	TEMATT	PERATT
Crustacea	CRU	Gammaridae	Gammarus	M-AMP	0	0	0	0.5	0.5	0	0	0.25	0.75	0	0	1	0.34	0.33	0	0.33	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0.6	0.4	0	0	0	0	0.33	0.5	0	0.17	0	0
Crustacea	CRU	Gammaridae	Niphargus	M-AMP	0	0	0	0	1	0	0	0	1	1	0	0	0.34	0.33	0	0.33	1	0	0	0	0	0	0	0	0	0	0	0	1	0.25	0.75	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Crustacea	CRU	Metacrangonyctidae	Metacrangonyx	M-AMP	0	0	0	0.25	0.75	0	0	0.25	0.75	0	0	1	0.33	0.34	0	0.33	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0.6	0.4	0	0	0	0	0.33	0.5	0	0.17	0	0
Crustacea	CRU	Astacidae	Astacus	M-DEC	0	0	0	0	0	0	1	0	1	0	1	0	0.34	0.33	0	0.33	0.6	0	0	0.4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0.14	0.57	0.29	0	0	0
Crustacea	CRU	Astacidae	Austropotamobius	M-DEC	0	0	0	0	0	0	1	0	1	1	0	0	0.375	0.375	0	0.25	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0.5	0	0	1	0	0	0	1	0	0	0	0	0.17	0.66	0.17	0	0	0
Crustacea	CRU	Astacidae	Pacifastacus	M-DEC	0	0	0	0	0	0	1	0	1	0	1	0	0.34	0.33	0	0.33	0.5	0	0	0.5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0.17	0.66	0.17	0	0	0
Crustacea	CRU	Atyidae	Atyaephyra	M-DEC	0	0	0	0	1	0	0	0.25	0.75	0	1	0	0.34	0.33	0	0.33	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0
Crustacea	CRU	Cambaridae	Orconectes	M-DEC	0	0	0	0	0	0.25	0.75	0	1	0	1	0	0.34	0.33	0	0.33	0.5	0	0	0.5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0.2	0.8	0	0	0	0
Crustacea	CRU	Cambaridae	Procambarus	M-DEC	0	0	0	0	0	0	1	0	1	0	1	0	0.375	0.375	0	0.25	0.5	0	0	0.5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0.25	0.75	0	0	0
Crustacea	CRU	Grapsidae	Eriocheir	M-DEC	0	0	0	0	0	0.6	0.4	0	1	0	1	0	0.375	0.375	0	0.25	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0.14	0.43	0.43	0	0	0
Crustacea	CRU	Palaemonidae	Palaemon	M-DEC	0	0	0	0	0.75	0.25	0	0.75	0.25	0	0.4	0.6	0.33	0.33	0	0.34	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0
Crustacea	CRU	Palaemonidae	Palaemonetes	M-DEC	0	0	0	0	0.75	0.25	0	0.75	0.25	0	0.4	0.6	0.33	0.33	0	0.34	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0
Crustacea	CRU	Potamonidae	Potamon	M-DEC	0	0	0	0	0	0.25	0.75	0	1	0	1	0	0.34	0.33	0	0.33	0.5	0	0	0.5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0.2	0.8	0	0	0	0
Crustacea	CRU	Asellidae	Asellus	M-ISO	0	0	0	1	0	0	0	0.75	0.25	0	0.25	0.75	0.34	0.33	0	0.33	1	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	1	0	0	1	0	0	0	0	0	0	0.6	0	0.4	0	0
Crustacea	CRU	Asellidae	Proasellus	M-ISO	0	0	1	0	0	0	0	0.25	0.75	0	0.33	0.67	0.34	0.33	0	0.33	1	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	1	0	0	1	0	0	0	0	0	0	0.6	0	0.4	0	0
Nemertea	NEME	Tetrastemmatidae	Prostoma	E-MON	0	0	0	1	0	0	0	0	1	0	1	0	0.5	0	0	0.5	0	0	0	1	0	0	0	0	0	0.5	0	0	0.5	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Oligochaeta	OLI	Branchiobdellidae	Branchiobdella	O-BRA	0	0	0.5	0	0	0	0.5	0	1	1	0	0	0	0	0	1	0	0	0	0.33	0.33	0	0.34	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	1	0	0	0.5	0.5	0	0	0	0	0
Oligochaeta	OLI	Lumbricidae	Dendrobaena	O-CRA	0	0	0	0	0	1	0	0	1	0	1	0	0.34	0.33	0	0.33	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0.5	0.5	0	0	0	0	0
Oligochaeta	OLI	Lumbricidae	Eiseniella	O-CRA	0	0	0	0	0	1	0	0	1	0	1	0	0.34	0.33	0	0.33	0	0	0	1	0	0	0	0	0	0.25	0	0	0.75	1	0	0	0	1	0	0	0	0	0	0	0	0.5	0.5	0	0
Oligochaeta	OLI	Sparganophilidae	Sparganophilus	O-CRA	0	0	0	0	0	0	1	0	1	0	1	0	0.34	0.33	0	0.33	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0	0
Oligochaeta	OLI	Enchytraeidae	Enchytraeidae	O-ENC	1	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	1	0	0	0.34	0.22	0.22	0	0.22	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0.5	0.5	0	0	0	0	0
Oligochaeta	OLI	Dorydrilidae	Dorydrilus	O-HAP	0	0	0.5	0.5	0	0	0	0	1	0	0	1	0.34	0.33	0	0.33	0	0	0	1	0	0	0	0	0	0.25	0	0	0.75	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Oligochaeta	OLI	Haplotaxidae	Haplotaxis	O-HAP	0	0	0	0	0	0	1	0	1	0	1	0	0.375	0.375	0	0.25	0	0.28	0	0.27	0.27	0	0.18	0	0	0.33	0	0	0.67	1	0	0	0	0.5	0.5	0	0	0	0	0.25	0	0	0.75	0	0
Oligochaeta	OLI	Naididae	Amphichaeta	O-HAP	1	0	0	0	0	0	0	0.5	0.5	0.48	0.45	0.07	0	0	0	1	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0.6	0.4	0	0	0	0	1	0.67	0.33	0	0	0	0	1	0	0	0	0	0
Oligochaeta	OLI	Naididae	Chaetogaster	O-HAP	0	0	0	0	0.4	0.6	0	0.5	0.5	0.43	0.43	0.14	0	0	0	1	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0.5	0.33	0.17	0	0	0	1	0.67	0.33	0	0	0	0	1	0	0	0	0	0
Oligochaeta	OLI	Naididae	Dero	O-HAP	0	0.25	0.25	0.25	0.25	0	0	0	1	0	0	1	0.34	0.33	0	0.33	0	0.33	0.17	0	0	0	0	0.5	0	1	0	0	0	0.5	0.5	0	0	0.5	0.5	0	0	0	0	0.5	0	0	0.25	0.25	0
Oligochaeta	OLI	Naididae	Nais	O-HAP	0.4	0.2	0.4	0	0	0	0	0.4	0.6	0.6	0.4	0	0	0	0	1	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0.5	0.33	0.17	0	0	0	1	0.67	0.33	0	0	0	0	1	0	0	0	0	0
Oligochaeta	OLI	Naididae	Ophidonais	O-HAP	0	0	0	0.5	0.5	0	0	0	1	0	0	1	0.34	0.33	0	0.33	0	0.33	0.17	0	0	0	0	0.5	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0.33	0	0.5	0.17	0	0
Oligochaeta	OLI	Naididae	Paranais	O-HAP	0.5	0.25	0.25	0	0	0	0	0	1	0.6	0.4	0	0	0	0	1	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0.6	0.4	0	0	0	0	1	0.67	0.33	0	0	0	0	1	0	0	0	0	0
Oligochaeta	OLI	Naididae	Piguetiella	O-HAP	0	0	0.5	0.5	0	0	0	0	1	0	0	1	0.34	0.33	0	0.33	0	0.33	0.17	0	0	0	0	0.5	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Oligochaeta	OLI	Naididae	Pristina	O-HAP	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0.6	0.2	0.2	0	0	0	1	0.67	0.33	0	0	0	0	1	0	0	0	0	0
Oligochaeta	OLI	Naididae	Pristinella	O-HAP	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0.6	0.2	0.2	0	0	0	1	0.67	0.33	0	0	0	0	1	0	0	0	0	0
Oligochaeta	OLI	Naididae	Ripistes	O-HAP	0.14	0.43	0.43	0	0	0	0	0	1	0	0	1	0.34	0.33	0	0.33	0	0.33	0.17	0	0	0	0	0.5	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Oligochaeta	OLI	Naididae	Slavina	O-HAP	0	0	0	1	0	0	0	0	1	0	0	1	0.34	0.33	0	0.33	0	0.33	0.17	0	0	0	0	0.5	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Oligochaeta	OLI	Naididae	Specaria	O-HAP	0	0	0.5	0.5	0	0	0	0	1	0	0	1	0.34	0.33	0	0.33	0	0.33	0.17	0	0	0	0	0.5	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0.67	0.33	0	0
Oligochaeta	OLI	Naididae	Stylaria	O-HAP	0	0	0	1	0	0	0	0	1	0	0	1	0.34	0.33	0	0.33	0	0.33	0.17	0	0	0	0	0.5	0	1	0	0	0	1	0	0	0	0.5	0.5	0	0	0	0	0.75	0	0	0.25	0	0
Oligochaeta	OLI	Naididae	Uncinais	O-HAP	0	0	0.25	0.75	0	0	0	0	1	0	0	1	0.34	0.33	0	0.33	0	0.33	0.17	0	0	0	0	0.5	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Oligochaeta	OLI	Naididae	Vejdovskiella	O-HAP	0.5	0.25	0.25	0	0	0	0	0.125	0.875	0.5	0.5	0	0	0	0	1	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0.6	0.4	0	0	0	0	1	0.67	0.33	0	0	0	0	1	0	0	0	0	0
Oligochaeta	OLI	Tubificidae	Potamothrix	O-HAP	0	0	0	0.2	0.2	0.6	0	0	1	0	0	1	0.34	0.33	0	0.33	0	0	0	0.75	0	0	0	0.25	0	0.25	0	0	0.75	1	0	0	0	1	0	0	0	0	0	0	0	0.75	0.25	0	0
Oligochaeta	OLI	Lumbriculidae	Stylodrilus	O-LUM	0	0	0	0	0	1	0	0	1	0	0	1	0.34	0.33	0	0.33	0	0	0	1	0	0	0	0	0	0.25	0	0	0.75	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Oligochaeta	OLI	Propappidae	Propappus	O-TUB	0	0	0	0	0.5	0.5	0	0	1	0	0	1	0.34	0.33	0	0.33	0	0	0	1	0	0	0	0	0	0.25	0	0	0.75	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Plumatellida	PLU	Cristatellidae	Cristatella	P-CRI	0	0	0	1	0	0	0	1	0	0	0	1	0.33	0.33	0	0.34	0.5	0	0	0	0	0	0	0.5	0	0	0.43	0.43	0.14	1	0	0	0	0.75	0.25	0	0	0	0	1	0	0	0	0	0
Plumatellida	PLU	Fredericellidae	Fredericella	P-PLU	0	0	0	0	0.75	0.25	0	1	0	1	0	0	0.33	0.33	0	0.34	0.5	0	0	0	0	0	0	0.5	1	0	0	0	0	1	0	0	0	0.75	0.25	0	0	0	0	0.25	0	0	0	0	0.75
Plumatellida	PLU	Lophopodidae	Lophopus	P-PLU	0	0	0	0	0.75	0.25	0	1	0	1	0	0	0.34	0.33	0	0.33	0.5	0	0	0	0	0	0	0.5	1	0	0	0	0	1	0	0	0	0.75	0.25	0	0	0	0	0.25	0	0	0	0	0.75
Plumatellida	PLU	Lophopodidae	Pectinatella	P-PLU	0	0	0	0	0.75	0.25	0	1	0	1	0	0	0.34	0.33	0	0.33	0.5	0	0	0	0	0	0	0.5	1	0	0	0	0	1	0	0	0	0.75	0.25	0	0	0	0	0.33	0	0	0	0	0.67
Plumatellida	PLU	Plumatellidae	Hyalinella	P-PLU	0	0	0	0	0.43	0.29	0.28	1	0	1	0	0	0.34	0.33	0	0.33	0.5	0	0	0	0	0	0	0.5	1	0	0	0	0	1	0	0	0	0.75	0.25	0	0	0	0	0.25	0	0	0	0	0.75
Plumatellida	PLU	Plumatellidae	Plumatella	P-PLU	0	0	0	1	0	0	0	1	0	0	0	1	0.375	0.25	0.375	0	0.2	0	0	0.2	0.2	0	0.2	0.2	0	0	0.43	0.43	0.14	0	0	1	0	0.75	0.25	0	0	0	0	1	0	0	0	0	0
Tricladida	TRIC	Dendrocoelidae	Bdellocephala	T-PLA	0	0	0	0	1	0	0	1	0	0	1	0	0.34	0.33	0	0.33	0	0	0	0.6	0	0	0	0.4	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Tricladida	TRIC	Dendrocoelidae	Dendrocoelum	T-PLA	0	0	0	0	1	0	0	0.75	0.25	0	1	0	0.34	0.33	0	0.33	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Tricladida	TRIC	Dugesiidae	Dugesia	T-PLA	0	0	0	0	0	1	0	0	1	0.17	0.33	0.5	0	0	0	1	0	0.25	0	0.25	0.25	0	0.25	0	0	0	0.5	0	0.5	0	0	1	0	0	0	1	0	0	0.25	0.75	0	0	0	0	0
Tricladida	TRIC	Dugesiidae	Schmidtea	T-PLA	0	0	0.17	0.33	0.5	0	0	0	1	0	1	0	0.34	0.33	0	0.33	0	0	0	0.5	0	0	0	0.5	0	0.67	0	0	0.33	1	0	0	0	0	1	0	0	0	0.17	0	0.83	0	0	0	0
Tricladida	TRIC	Planariidae	Crenobia	T-PLA	0	0	0	0.4	0.6	0	0	0	1	0	1	0	0.34	0.33	0	0.33	0	0	0	0.75	0	0	0	0.25	0	1	0	0	0	1	0	0	0	0.33	0.67	0	0	0	0	0	0.8	0	0.2	0	0
Tricladida	TRIC	Planariidae	Phagocata	T-PLA	0	0	0	0.5	0.5	0	0	0	1	0	1	0	0.34	0.33	0	0.33	0	0	0	0.5	0	0	0	0.5	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0.8	0	0.2	0	0
Tricladida	TRIC	Planariidae	Planaria	T-PLA	0	0	0	1	0	0	0	0	1	0	1	0	0.34	0.33	0	0.33	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Tricladida	TRIC	Planariidae	Polycelis	T-PLA	0	0	0.25	0.75	0	0	0	0	1	0	1	0	0.34	0.33	0	0.33	0	0	0	0.67	0	0	0	0.33	0	1	0	0	0	1	0	0	0	0.33	0.67	0	0	0	0.14	0	0.72	0	0.14	0	0
